game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G071,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After a PASS on a mixed-looking team, shift from strategic uncertainty into Bayesian hedging to quantify who got cleared (P2) and keep suspicion on P5 from Q1 without overcommitting on P3. P3: Use the full-team-YES and Q2 PASS to selectively highlight how ""reasonable"" P1’s leadership looked, downplaying that a single evil can pass to reduce scrutiny on himself. P4: With low GRS and having voiced a dubious read on Q1, lean into over-explaining to reconcile the Q2 PASS with prior suspicions without cleanly updating in a way that helps evil. P5: Being tied to the only FAIL so far, adopt self-justification to argue Q1 was a standard opener and that the Q2 PASS doesn’t uniquely vindicate P1/P3, aiming to dampen the momentum of blaming him."
G072,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With two consecutive FAILs involving P1, he should lean into selective truth (e.g., pointing out constraints of testing teams) to steer focus toward process and away from his own repeated presence. P3: The second FAIL adds evidence but with low GRS he’ll still speak in probabilities, updating priors (P1 more likely than P2/P5) without hard-locking. P4: After an early-team FAIL plus being implicated by association with P1, high-Mach survival is best served by redirecting heat toward alternative culprits/decision points (e.g., why P5 put P1 back on a team). P5: As the Round 2 leader on an all-approve team that failed, he must plainly reveal decision rationale and accept scrutiny while emphasizing what he can and cannot infer from the result."
G073,2,P2,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P1: With Quest 2 failing on a team containing P1, low-Mach defense should pivot from self-deception into deflection to redirect blame onto P5’s leadership/team selection without hard lying. P3: High-Mach should exploit the fail by cherry-picking the strongest public inference (the overlap suspect P1, plus P5 as proposer) while staying flexible and avoiding direct linkage to P1. P4: As Round 1 leader who included P1 and now sees P1 on a failed quest, moderate-GRS should use perspective-taking to reconcile the mixed signals and guide the table into structured re-evaluation. P5: As the Round 2 leader on the failed mission, low-GRS is likely to respond by over-explaining their rationale and process to appear earnest and reduce blame rather than making crisp accusations."
G074,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With Q1 failing on (P2,P3) but Q2 passing on (P1,P3,P4), P1 should switch from empathy to structured logic to argue why P3 is not cleared and why P2’s lone N vote is informative.
P3: As the R2 leader on a passing team after being on the only fail, P3 should press a ‘we’re broadly aligned now’ narrative to damp suspicion and steer future teams away from re-testing them.
P4: Low-GRS P4 is newly ‘somewhat cleared’ by being on a PASS, so staying earnestly messy fits while they react to cross-pressures (P3 was on both missions) without overcommitting.
P5: High-Mach P5 should reframe the state as ‘Q2 proves the earlier fail was just P2 or random’ to keep heat off P3 and open pathways to include P5 or exclude P2 next."
G075,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With two fails and P2 publicly voting N on P3’s team, P1 should move from face-saving omission to concrete, testable reads about the P3-involvement pattern and propose next-team constraints.
P3: As the Round 2 leader on a failed quest and already mechanically implicated from Round 1, low-Mach P3’s best survival line is to redirect suspicion onto P1/P4 as the new common factor while avoiding detailed claims.
P4: High-GRS P4 should capitalize on the stronger data (P3 appears on both failed quests) by laying out crisp mechanical reasoning and pushing for a P3-free team.
P5: With P3 heating up, P5 should reframe the narrative away from “P3=common denominator” toward vote/leader-process talk (and the fact P2 rejected) to keep their partner viable and widen the suspect pool."
G076,2,P2,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With a fail on a team containing them and P3, low-GRS P1 is best served by over-explaining their vote/intent to sound genuine without making crisp accusations. P3: As the common thread on both quests and now on the fail, high-Mach P3 should use truthful misdirection—lean into real facts (""we passed Q1"") to redirect suspicion onto the new variable(s) and avoid overt lying. P4: As leader of the failed Quest 2 team, moderate-GRS P4 should pivot into evidence sharing by anchoring discussion on the concrete constraint (fail implies P1 or P3) and structuring next-team logic. P5: With low Mach and no direct involvement on the failed mission, P5 should deflect—push attention toward the failed team composition and away from themselves while sounding reactive rather than strategic."
G077,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With two straight PASS results involving P1/P2 and now P3, P1 should stay concrete and structured by summarizing vote/mission facts to guide next-team construction. P3: After a PASS on a team containing them, P3 should selectively highlight that the result ‘doesn’t clear anyone’ and push rotation without overtly defending self, leveraging Cherry-picking to keep suspicion diffuse. P4: With low-structure good play and no direct heat, P4 should shift from self-protection to Rational justification—calmly explaining vote choices and advocating inclusion to create more data. P5: Having moved from lone dissent to unanimity and seeing two PASS missions, P5 should keep accurate details but over-weight minor anomalies (e.g., ‘unanimous yes means nothing’) via Misleading emphasis to prevent the table from locking trusted cores."
G078,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With suspicion still anchored to Quest 1 (P1+P4) and Quest 2 passing without P1, Misframing lets P1 repackage the narrative into 'P4 is the common denominator with the only fail' while sounding measured. P3: After previously creating rules confusion and now being on a PASS team, low-Mach P3 should minimize analysis and default to Face-saving blather to avoid spotlight while quietly benefiting from reduced heat. P4: As the Round 1 leader on the failed mission but generally trusted, Evidence sharing helps P4 crisply restate the hard constraints (1-fail quest, suspects = {P1,P4}, PASS team included P3) and drive structured next-team preferences. P5: As the Round 2 leader whose team passed, Rational justification consolidates trust by explaining why the P2+P3+P5 test was chosen and what that PASS implies without overclaiming certainty."
G079,2,P2,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With a FAIL on a team he led that included himself, low Mach-IV pushes him toward clumsy damage control by redirecting blame onto P2/P3 or procedural factors. P3: High-GRS investigation mode after a FAIL calls for structured public accounting (team composition + vote history) to narrow suspects, especially focusing on P1 as common factor. P4: Moderate-GRS shifts from Round-1 strategic vagueness into probabilistic reasoning, weighing worlds where the saboteur is P1 vs P3 vs a rarer double-evil scenario while staying coalition-friendly. P5: As evil with a prior PASS with P1, he benefits from aggressively pinning the FAIL on a good player (usually P3) to split the table and preempt the natural P1+P5 pairing suspicion."
G080,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P1: After two unanimous PASSes that include both evils, a High Mach player should pivot from bold lies into pressuring momentum by overstating agreement and normalizing the current core. P3: With the P1/P2/P3 team also passing, P3 can selectively highlight the ""clean"" streak involving himself while downplaying that PASSes are non-clearing, subtly steering future teams to keep at least one evil on them. P4: A Low GRS good should consolidate without overcommitting—acknowledge that PASSes don’t clear, validate others’ caution, and invite a rotation plan rather than making sharp accusations. P5: With increased public data (two PASS teams and voting unanimity), a High GRS good should lay out concrete implications (PASSes are weak-clears, propose systematic rotation/testing) to anchor the table against evil narrative-shaping."
G081,2,P2,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With Quest 2 passing and P2's team looking clean, P1 should retreat from bold lying into Deflection to keep attention split between P1/P2 without escalating contradictions. P3: As a low-GRS Good who just got a clean pass on a team excluding the main suspects, P3 will naturally stick to Over-explaining while narrating why the P2/P3/P4 result updates suspicion toward P1. P4: The PASS on P2/P3/P4 gives P4 enough signal to move from Bayesian hedging into Evidence sharing, clearly stating the implication that P1 or P2 caused Q1 and Q2 largely clears P2. P5: Since P5 voted N on the successful all-Good team, Cherry-picking lets P5 selectively emphasize Q1 ambiguity/risk-of-overconfidence and downplay how strongly Q2 incriminates the P1/P5 side."
G082,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}","P1: After two FAILs including the earlier P1+P3 fail, shift from explaining intent to listing concrete vote/team/outcome facts to narrow suspects without overreaching at low GRS.
P3: With Quest 1 implicating the P1/P3 pair and Quest 2 failing elsewhere, a high Mach-IV evil benefits from redirecting attention onto the new failure and away from himself via deflection.
P4: As a Quest 2 participant on a unanimous-approved FAIL team, P4 needs moderate-Mach narrative control by reframing the failure as non-indicative/‘split world’ to prevent the table from locking onto P4.
P5: With two data points, keep cooperative clarity by logically arguing why the two FAIL teams constrain worlds (at least one in {P1,P3} and at least one in {P4,P5}) and proposing next-step tests."
G083,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Vague filler"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P1: With the Round 2 PASS creating cover, P1 should subtly steer attention away from the still-damning Round 1 two-person FAIL by selectively not engaging the P1/P2 implication while sounding constructive about next teams.
P3: As the Round 2 leader whose team passed despite including P4, P3 should shift from exploring views to giving a clear, logical account of why the proposal made sense and what the PASS does/doesn’t clear.
P4: Being on the passing team after earlier minimizing the Round 1 FAIL, low-Mach P4 benefits from noncommittal, generic statements that avoid crisp claims that can be cross-examined.
P5: With high GRS and new data (P2 voted N on a team that passed; Round 1 FAIL implicates P1/P2), P5 should lay out concrete vote/team/quest facts to narrow suspicions without overcommitting to a single narrative."
G084,2,P2,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With two straight PASS results and no direct heat on them, they should stick to their established over-explaining style to narrate reads while sounding consistently earnest. P3: After leading a unanimous-approved team that passed, they should pivot away from Round-1 hard lines into misframing to claim the pass ‘clears’ their inclusion and to pre-shape who gets tested next. P4: As high-GRS and now facing a second pass that complicates their earlier suspicion of P3, they should consolidate with rational justification—updating priors without looking like they’re backpedaling. P5: With universal approval and a pass, they can exploit momentum via false consensus (‘we all agree X is basically cleared’) to steer future teams away from evil without needing overt defenses."
G085,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""}
}","P1: Now tied to both a PASS (with P4) and a FAIL (with P3), they’ll need to stay narrowly factual and protect themselves without overreaching. P3: As a quest participant on the FAIL, the safest high-Mach line is to redirect blame onto non-participants/leader dynamics rather than litigate their own inclusion. P4: With prior leader credibility from a clean Quest 1, they can selectively highlight P3’s presence on the failed team while downplaying their own earlier inclusion with P1 to shape the suspect pool. P5: As Round 2 leader of the failed quest, they must anchor the table with concrete vote/team facts and openly structured suspicion to regain trust and drive next-team consensus."
G086,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After a Fail involving P4, shift from strategic uncertainty to Bayesian hedging to quantify suspicion without overcommitting while staying collaborative.
P3: With moderate GRS and new ambiguity (Fail on a different team), use perspective-taking to explore who could have failed and keep the table reasoning aligned.
P4: As the Round 2 leader on the failed team, a low-Mach evil benefits from deflection to redirect blame toward P1/P2 or team-logic issues rather than the proposer.
P5: Not on the failed team, a high-Mach evil can apply misleading emphasis—highlighting true but minor vote/team-history points—to steer suspicion onto a Good player and away from P4."
G087,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After being on the only failed mission, shift from deflection into concrete vote/mission-state facts to rebuild trust while pointing analysis back to the P1–P3 data point.
P3: With Q1 failing on their led team and a clean Q2 PASS, low-Mach survival is best served by reactive, low-specificity defense that doesn’t create checkable claims.
P4: As the trusted high-GRS leader whose Q2 team passed, consolidate the table around a clear logical model (Q1 implicates P1/P3; Q2 partially clears P4/P2 and leaves P5 unresolved).
P5: Use the Q2 PASS (which included P5) to reframe the narrative away from team-based inference—downplaying that evil can choose to pass—and toward “vote unity/variance” talking points that soften suspicion."
G088,2,P2,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P1: With both quests failing, P1 needs to redirect heat from the Round 1 fail and capitalize on P3’s failed lead by pushing blame outward rather than clarifying specifics.
P3: As the Round 2 leader on a failed 3-person quest, P3 should lean into sincere-sounding, fact-based concern to steer scrutiny onto others while looking transparently invested in solving.
P4: Being on the Round 2 failed team, P4 must move from guarded framing into concrete, checkable reasoning about vote patterns and team compositions to avoid looking evasive.
P5: Also on the failed Round 2 team and low-structure, P5 is best served by verbose, earnest process-of-elimination talk to appear genuinely confused while still contributing."
G089,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With Q1 failing on (P1,P4) but Q2 passing without either, High-GRS P1 should pivot from quiet framing to concrete vote/team-outcome evidence to isolate whether P4 is the likely saboteur. P3: After earlier rationalized hedging, the Q2 pass provides stabilization, so P3 should consolidate with clear logic about what the pass implies (and doesn’t) rather than re-litigating the earlier mistake. P4: Having publicly set up the 1v1 after Q1, Low-Mach P4 should stay blunt and ‘honest’ to keep credibility while pushing the narrative that P1 was the sabotage candidate now that a clean pass occurred without both. P5: As an evil who was on the successful Q2 team, High-Mach P5 should exploit the pass by spotlighting selective true details (e.g., universal approvals, ‘team worked’) to downplay scrutiny on themselves and steer suspicion back toward the P1/P4 pair."
G090,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With two consecutive PASS results including their own leadership team, a Moderate Mach-IV evil benefits most from pushing a 'we all agree the core is clear' narrative to lock in trust and narrow scrutiny. P3: After a confirming PASS on a larger team (including silent P2), Low GRS should consolidate by explaining their updated read in straightforward logic rather than doubling down on overconfident certainty. P4: High GRS remains best used to structure the public record (team comps, vote patterns, incentives around double-evil on Q1 passing) into actionable constraints without overreacting to PASSes. P5: Coming off a successful Q1 lead and another PASS, Moderate Mach-IV evil should selectively highlight the approval unanimity and mission streak as 'clearing' evidence while downplaying why P2 originally rejected the P1/P5 pair."
G091,2,P2,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: As a Low-GRS Good now implicated by the failed (P1,P2,P3) quest, they should sound earnest but messy, over-explaining their vote and pushing for re-evaluation without crisp accusations. P3: As the failed-quest leader and High Mach-IV Evil, they should stay factual while steering attention toward the P1/P2 pairing and away from themselves via truthful-but-distracting framing. P4: With no direct heat yet, Moderate Mach-IV Evil should amplify a ""we all agree"" narrative to normalize a next team that minimizes scrutiny of P3 and avoids putting both evils together. P5: After a unanimous approve led to a fail, Moderate-GRS Good is best served by evidence sharing (vote/outcome logic) to explicitly narrow suspects to the Round 2 team and press P3 for accountable reasoning."
G092,2,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P1: After two unanimous PASS rounds including himself, he should leverage momentum by projecting broad agreement to keep teams stable and suppress scrutiny. P3: With another PASS but no hard clears, he should calmly justify what the Round 2 pass implies and argue for an info-building next team without overcommitting. P4: As the Round 2 leader on a triple-PASS team that included both evils, he risks later blowback, so he should keep to minimal, factual explanations of his choices to avoid looking manipulative. P5: The second PASS adds real structure (P1+P4+P2 passed), so he should lay out concrete implications and propose targeted mixing to isolate whether P1/P4 pairing is dangerous."
G093,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With Quest 2 failing on a team containing P1/P2/P3, shift from self-protective narrative to concrete process-of-elimination facts (only P3 is newly implicated) to guide the table. P3: As the only evil on the failed team, Low Mach survival play is to redirect scrutiny onto team-construction/voting logic and away from the simple inference that a fail implies P3. P4: High-GRS investigation mode after a fail calls for crisp public accounting (who was on the team, what alternatives existed, what the fail implies) to lock onto P3 while staying falsifiable. P5: Off-team evil benefits by reframing the fail as “team/leader error” or ‘P1 could be the saboteur’ rather than the straightforward ‘P3 did it’, keeping heat off P3 without overt defense."
G094,2,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""GRS"",""level"":""Low""}
}","P1: With two straight fails and P3 on the first fail, P1 should move from hedging to concrete public accounting of what each fail implies and who is most/least compatible. P3: As a confirmed participant in a failed 2-player mission, P3’s safest high-Mach posture is to redirect blame onto voting norms/team-selection process rather than contesting the fail logic head-on. P4: After leading a failed 3-person team containing themselves, P4 should stay articulate but steer attention to selectively true side-angles (e.g., universal yes-votes, ‘double-fail could be two evils’) to dilute self-focus. P5: Being on the Round 2 failed team as a low-GRS Good, P5 should plainly defend their approval/participation choices without overreaching into complex theory, minimizing openings for blame."
