game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G043,3,P1,"{
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With Quest 3 passing and P2 not on it, they’re still exposed from Quest 2, so Low-GRS P2 should stick to earnest over-detailing to pre-empt blame without over-accusing. P3: The PASS on (P1,P3) strengthens P3’s Round-2 read that removing P5 improves outcomes, so High-GRS P3 should continue structured evidence-sharing to push exclude-P5 logic. P4: After a PASS led by P1, P4 can safely reshape the narrative by misframing the two PASS results as ‘clearing’ broad pools and reopening suspicion onto P2/P3 rather than focusing on P4/P5. P5: Coming off the sole FAIL team they led, Low-Mach P5 should avoid intricate defenses and instead cherry-pick the unanimous approvals and earlier PASS to argue the failure is non-diagnostic and dilute focus away from themselves."
G044,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P2: After leading a PASS with P1, they should pivot from Round 2 deflection into blunt, confidence-building truth to consolidate trust while subtly steering the next team away from P3. P3: With suspicion pressure from earlier framing and two historical FAILs, they should re-contextualize the PASS as proof that P2 (and by extension prior suspicions) were wrongly weighted, pushing a skewed story that reopens P4/P5 doubt. P4: As a low-GRS Good who was on a failed quest, staying in rational justification keeps them credible while they explain approvals and advocate a safe-exclusion approach without overreaching. P5: With high-GRS and strong public deductive leverage, continuing evidence sharing lets them stitch all three quests into a clear constraint set (P2/P5 contains evil; P3/P4 contains evil; PASS with P1/P2 implies P3 likely) and drive team selection."
G045,3,P1,"{
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P2: With Quest 3 failing off a P3-led team, P2 should defensively redirect attention onto the new failure while minimizing renewed scrutiny from Quest 1.
P3: As the Round 3 leader tied to the fail, P3 should recontextualize the fail as ambiguous and push alternative narratives that keep the P3+P4 pair from hard-locking suspicion onto P3.
P4: Being on both a PASS (R2) and a FAIL (R3) makes P4 a key datapoint, so high-GRS play is to lay out crisp vote/team/outcome facts and push a clean test plan.
P5: With mixed evidence (P2 implicated by R1 fail, but R2 pass; now R3 fail), P5 should keep probabilistic reads and advocate controlled experiments rather than full-clears."
G046,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With two straight PASSes, P2 should opportunistically cherry-pick the ""P5 passed as leader"" and ""P5/P1 passed"" facts to keep heat on the old R1 fail pair and avoid defending directly.
P3: High-GRS P3 should keep evidence sharing and update the public logic that R1 (P2+P3) failed while the two P1-inclusive small teams passed, tightening suspicion toward P2 without overreaching.
P4: P4 remains broadly trusted after a successful R2 lead, so rational justification best sustains credibility while evaluating whether P5’s R3 proposal meaningfully clears P5 or could be cover.
P5: As the R3 leader on a passing team, P5 should double down on false consensus to lock in a ""build off the pass core"" narrative and discourage reopening the R1 blame line that could implicate P2/P5."
G047,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: After two consecutive FAILs with P1 on both, high-GRS P2 should stick to structured facts to narrow suspects and push a clean split-test team. P3: With P3 now directly on the Round 3 FAIL, moderate Mach-IV benefits from reframing the failure as primarily a P1-lead/team-construction problem to diffuse personal culpability. P4: Low-GRS P4 is likely to process the surprising P1/P3 FAIL by talking through messy detail and contradictions to signal sincerity while arriving late to a firm accusation. P5: High-Mach P5 should pivot from broad truthful misdirection to emphasizing true-but-noncentral points (votes, leader patterns, ‘P1 has been on both FAIL-related teams’) to keep heat off P5 while nudging suspicion toward good players."
G048,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With Quest 3 failing on the P1+P5 team, shift from general logic to concrete public facts (team comps/votes/outcomes) to narrow suspicion onto the new datapoint without overreaching.
P3: As an evil player not on the failed mission, use a low-Mach reactive redirect to push blame toward safe targets (e.g., prior teams or the ‘core trio’ narrative) and away from evil.
P4: High-GRS player should anchor the table with structured, factual inference—Quest 2’s clean triple versus Quest 3’s fail with P5—driving a clear suspect model.
P5: As leader on the failed two-person mission and most exposed, adopt a plausible defense explaining the proposal/vote rationale to reduce immediate heat while avoiding aggressive counterattacks."
G049,3,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With Quest 3 passing on P1+P3, P2 benefits from opportunistically reframing the Round 2 fail as ""team-size/leader-choice noise"" to keep suspicion diffuse and avoid a direct defensive posture.
P3: The Round 3 PASS lets a high-GRS Good pivot from probabilistic talk into a clear, logical case that the fail still points to {P2,P5} while validating P3 as a clean datapoint.
P4: Staying concrete and data-driven fits P4’s prior style and the state: contrast (P1+P4 PASS) and (P1+P2+P5 FAIL) plus (P1+P3 PASS) to narrow worlds without overreaching.
P5: After being on the failed quest, P5 should selectively highlight the Round 3 PASS and universal approvals to imply ""group trust"" and downplay the leader-self-include red flag, steering heat toward P2 or abstract uncertainty."
G050,3,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P2: After a Round 3 PASS that narrows suspects, High-GRS P2 should keep structured Evidence sharing to map fail/pass teams into concrete accusations. P3: With the PASS excluding P5 and (likely) P1, Moderate Mach-IV P3 should pivot from blunt Deflection to Misframing by reinterpreting the PASS as WIFOM/cover to reopen suspicion on P5 or P1. P4: Under mounting heat from P5’s earlier push that ‘P4 is almost certainly evil,’ Low Mach-IV P4 should use Strategic omission to avoid specifics about Round 2 while subtly implying alternate saboteurs (P2/P5) without committing to checkable claims. P5: As the successful Round 3 leader on a clean 2-person quest, High-GRS P5 should stay in Rational justification to consolidate trust and press the simple deduction path toward P3/P4."
G051,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With three straight fails and P1 repeatedly advocating the P1/P2/P5 solve, shift from pure logic to concrete, public tallying of who was on which failed team and who voted to force commitments. P3: Under heavy common-denominator suspicion, lean on accurate vote/team facts and expressed concern to steer attention toward alternative culprits without making brittle denials. P4: As the Round 3 leader on a failed 2-person team, proactively recontextualize the fail (e.g., blame earlier inclusions, push “P5 could be the saboteur,” or argue the fail proves little) to avoid being the focal point while keeping options open. P5: After being on the latest failed quest, move from hedged probabilities to a crisp evidentiary case (teams/votes across R1–R3) to defend self and lock the table into excluding the consistent fail nexus."
G052,3,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With Quest 3 failing on a P1+P5 team, shift from blunt deflection into Misframing to recontextualize the triple-fail as vote/leader chaos and keep P5 from being paired as the obvious evil duo. P3: High-GRS good should continue Evidence sharing and now press the strongest inference (P1+P5 is heavily implicated by the Round 3 fail) while staying concrete and checkable. P4: After their Round 2 leadership produced a fail, a Moderate-GRS good benefits from Bayesian hedging to acknowledge uncertainty while narrowing probabilities toward P5 (and revisiting P1) without overcommitting to a single story. P5: As the Round 3 leader on a failing team, use False consensus to claim the table broadly agrees on alternative suspects/interpretations and to pressure acceptance of future teams that exclude the true good core."
G053,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""}
}","P1: After leading a 2-person team that failed, a High Mach player should pivot from misframing to truthful misdirection—agree the failure is damning while subtly widening the suspect pool to dilute the direct case on them.
P3: With three straight fails and P1 now failing again on a 2-person team, sticking to evidence sharing best leverages the cleanest public logic (the P1 overlap) without overreaching.
P4: As a Low Mach evil who is already implicated by Quest 1, false consensus helps steer the table toward a ‘we all know P3/P5 are driving the narrative’ framing and away from the simple P1/P4 solve.
P5: Because Round 3’s fail could be used by evil to argue ‘it might be P3’, a High GRS good player benefits from Bayesian hedging—keep pressure on P1 while explicitly quantifying uncertainty around P3 vs. P4 to avoid overcommit traps."
G054,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After a third consecutive fail, P1 should shift from defending self to laying out the concrete overlap logic (P3 appears in Quests 2 and 3; P5 in Quest 1) to drive a coherent suspect set. P3: With P3 now on two failed missions, Low Mach play is to amplify ambiguity and 'unknowability' around who failed (especially via P2’s presence) without committing to a falsifiable story. P4: High-GRS P4 should continue structured, fact-based argumentation, now incorporating the new data point that any team containing P3 has failed to push for clean teams. P5: As a non-participant in Quests 2 and 3, P5 can opportunistically select only the facts that weaken the P5=Quest1 culprit narrative (e.g., universal approvals, shifting focus to P3/P2) while avoiding direct contradictions."
G055,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With three consecutive fails and P1 not centrally accused, staying on Evidence sharing fits low-GRS clarity by reiterating concrete constraints (each failed team contains at least one evil) without over-theorizing.
P3: As leader of the third failed quest and high-GRS, P3 should continue Evidence sharing to present a structured implication set that narrows suspects and justifies future team composition.
P4: After being on the newly failed Round 3 team, Cherry-picking lets P4 opportunistically spotlight vote patterns and P3’s leadership on a fail to dilute focus on P4’s repeated mission involvement.
P5: Having been on the Round 2 failed team and previously misframing, a low-Mach pivot to Deflection is the simplest survivable defense—redirecting suspicion onto competing narratives (e.g., P3’s certainty, P1’s Round 1 proposal) rather than explaining mechanics deeply."
G056,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""}
}","P1: With three consecutive fails and heavy prior heat, pivot from blunt deflection into believable concern while steering the table toward blaming the P2+P3 pairing (especially P3) without fully clearing P1. P3: After being on the Round 2 and Round 3 failing teams, reframe the narrative around P2’s leadership choice and ‘process’ errors to dilute the direct linkage to P3 and keep options open. P4: The third fail gives enough additional public data for a cooperative low-GRS good to list concrete constraints (at least one of P1/P3 is evil; P3 implicated by Round 3) and push a clean test team. P5: Maintain credibility while adapting to new information by assigning probabilistic weights (P1 highly likely evil; P3 now strongly likely) rather than overcommitting to a single world, guiding the next proposal/votes."
G057,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After a third fail and being on two failing teams, P1 should stay concrete and cooperative—lay out vote/team facts and push a clean test team without overreacting. P3: With suspicion converging on P3/P5, P3 should selectively highlight points that implicate P1 or P4 (their involvement in fails/approvals) while downplaying the simplest overlap logic. P4: As high-GRS and previously hedging, the extra fail is enough to commit—summarize the intersection evidence to explicitly narrow suspects and propose exclusion tests. P5: As current leader of a failed 2-person mission with P1, P5 is highly exposed and should redirect attention onto P1’s repeated presence on failures and away from P5’s leadership/sabotage implications."
G058,3,P2,"{
  ""P1"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: After being on the failed Round 3 team again, low-GRS P1 should lean into earnest-but-messy sincerity to avoid sounding coached while still pushing a gut read.
P3: As Round 3 leader on yet another failed P1/P3 mission, high-Mach P3 should reframe the narrative around P1 being the common denominator to steer the next team away from P4/P5 suspicion.
P4: With three straight fails, P4 should stay structured and factual—cross-referencing team/vote patterns to keep pressure on P5 without overreaching.
P5: Under direct heat from P4 after Round 2, low-Mach P5 benefits from flipping the accusation back onto a Good target (e.g., P4 or P1) to break the P4→P5 certainty and split the table."
G059,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With three consecutive FAILs and high GRS, shift from justification to concrete cross-quest evidence (common-team logic and vote patterns) to lock suspects. P3: After being on two failed teams and now seeing another FAIL without them, use truthful statements about the new data to steer attention toward others while sounding sincerely analytical. P4: As the Round 3 leader of a failed 2-person quest and low GRS, hedge in probabilities to avoid overcommitting while still updating reads from the new failure. P5: High Mach and just sabotaged on a team with P4, selectively highlight P4’s leadership/team choice and downplay P5’s own involvement to push blame onto a Good player."
G060,3,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With three straight FAILs and heavy heat from being on both prior failed teams, he should pivot from reactive deflection into opportunistic misframing to re-center suspicion on the Round 3 team (P2+P4) and dilute the 'P1-repeat' narrative.
P3: As low-GRS and now implicated by being on the Round 2 fail, he should move from over-explaining into Bayesian hedging to express uncertainty while still updating probabilities from the new data (Round 3 fail without him).
P4: High-Mach and now directly tied to the Round 3 failed duo with P2, he should use truthful misdirection—openly agree the P2+P4 result is damning while steering the table toward 'P1 is the common denominator' so attention stays off him.
P5: His position as Round 1 leader on a failed mission makes facts matter most; sticking with evidence sharing lets him triangulate suspects using the three mission teams (especially that Round 3 fail isolates to P4 given P2’s known silence/track record to others)."
G061,3,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""}
}","P1: After three straight PASSes, shift from blunt agreement-pushing to Misframing the streak as near-clearing specific pairs (especially himself) to steer the next team discussion away from testing new combinations. P3: As Round 3 leader with a PASS on a smaller team, use Evidence sharing to clearly summarize the only hard public facts (three PASS compositions) and propose a structured next-team rationale without overclaiming clears. P4: With momentum favoring the ‘safe baseline’ narrative from Round 2, lean into False consensus to pressure approval of a comfort-team that incidentally preserves evil cover while sounding pragmatic. P5: Coming off Over-explaining and with rising but still uncertain evidence, use Bayesian hedging to voice probabilistic caution (PASSes don’t clear) while not hard-accusing and nudging for at least one rotation for info."
G062,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With three straight PASS and unanimous votes, shift from explaining to compiling concrete public constraints (who has been tested, what combinations have occurred) to drive the next discriminating team choice.
P3: As the Round 3 leader on a PASS, lean into accurate but redirecting narrative (e.g., ‘passes don’t clear’) to normalize keeping options open while subtly steering away from testing the untested evil.
P4: After earlier perspective-taking, move into simple, low-structure assertions about what team-rotation logic ‘makes sense’ to help Good coordinate without overcommitting to hard reads.
P5: Continue shaping the narrative post-PASS by selectively highlighting the ‘uninformative’ nature of passes and unanimity to argue for a rotation that conveniently avoids exposing the remaining evil."
G063,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With three straight PASS results and no accusations on them, they should keep logically consolidating why repeating overlaps (especially P1/P2) is sensible while still advocating controlled expansion. P3: As low Mach-IV evil on a PASS streak, they should keep pressing a 'we all agree' vibe to discourage paranoia and fast-track approvals. P4: High Mach-IV evil benefits from subtly recontextualizing the clean missions as non-clearing (evil can choose not to fail), steering the table toward including them/avoiding scrutiny without sounding overtly combative. P5: Their prior evidence-forward stance fits consolidation mode—cite the exact pass history and argue what it does and does not imply about P3/P4 to guide the next team discussion."
G064,3,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""}
}","P1: After three straight PASS results with P1 repeatedly included, shift from pure consensus-pressure to Misframing by treating the pass-streak as strong exoneration and casting ""rotation"" as unnecessary risk.
P3: As Round 3 leader who just secured a PASS with a tight team, move from Bayesian hedging to Rational justification to consolidate a coherent trust narrative while still allowing for future testing.
P4: With the table fully approving every team, lean into False consensus to normalize ""we all agree the core is clean"" and steer attention away from testing P4.
P5: With low-structure influence but now having three PASSes to reference, use Evidence sharing by anchoring on concrete public facts (teams/votes/outcomes) to argue for finally testing untested slots without overreaching."
G065,3,P2,"{
  ""P1"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After three straight PASSes with P1 repeatedly on missions, High Mach-IV benefits most from sounding helpful while subtly steering attention toward a P4/P5 binary without ever hard-clearing anyone. P3: As Round 3 leader on another PASS, P3 should consolidate by explaining the team-choice logic and using the new pass to narrow future proposals rather than staying probabilistic. P4: With no direct accusations and accumulating public data, P4 can switch from general logic to concrete vote/team-outcome facts to pressure consistent future rotations. P5: Coming off a False-consensus anchor, P5 should keep pushing “results prove the core is safe” framing to lock in P1 trust and discourage isolating P1/P5 through tighter team construction."
G066,3,P2,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With three straight PASS and unanimous votes, doubling down on False consensus pressures Good to keep approving familiar teams that keep Evil embedded. P3: After earlier Deflection, shifting to Misframing lets P3 subtly re-interpret the clean board as evidence that ""rotation paranoia"" is the real threat, keeping heat off P1/P3. P4: As the Round 3 leader on a PASS, Evidence sharing consolidates trust by transparently mapping which pairs have been tested and what team-splitting gives the most info next. P5: With limited hard tells from all-PASS missions, Bayesian hedging fits a moderate-GRS Good posture—state probabilistic reads and push for a team structure that would actually narrow worlds if a FAIL appears."
